id,fecha,usuario,texto,tema,sentimiento,likes,reposts,texto_rag
853,2024-05-11,user_45822,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,neutral,9416,2172,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
854,2023-07-17,user_66572,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.,Generación Z y crisis de sentido,positivo,5724,3837,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.
855,2023-10-30,user_87198,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones? los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.,Generación Z y crisis de sentido,negativo,13870,1759,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones? los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.
856,2024-02-17,user_68675,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",IA y pérdida de autonomía humana,negativo,5385,4379,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
857,2022-01-03,user_41909,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Cultura de lo efímero y proyectos de vida,positivo,9046,3689,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
858,2024-02-09,user_30210,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,Generación Z y crisis de sentido,negativo,1388,3180,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
859,2022-03-30,user_86505,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Generación Z y crisis de sentido,negativo,4753,3965,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
860,2023-01-05,user_61453,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",IA y pérdida de autonomía humana,neutral,850,2533,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
861,2022-05-27,user_38870,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Cultura de lo efímero y proyectos de vida,positivo,12048,2961,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
862,2024-03-15,user_96149,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos.",Generación Z y crisis de sentido,neutral,15969,2042,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos."
863,2023-10-16,user_36844,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.,IA y pérdida de autonomía humana,neutral,14088,1689,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.
864,2023-05-17,user_47878,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,neutral,4544,225,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
865,2024-01-14,user_88167,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,IA y pérdida de autonomía humana,negativo,8616,1868,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
866,2022-10-30,user_97473,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Generación Z y crisis de sentido,negativo,13211,471,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
867,2024-03-09,user_61882,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",IA y pérdida de autonomía humana,neutral,15609,1037,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
868,2022-09-16,user_21444,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Cultura de lo efímero y proyectos de vida,positivo,5375,4478,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
869,2023-05-04,user_34011,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",IA y pérdida de autonomía humana,neutral,19921,386,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
870,2023-01-08,user_15697,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,neutral,4475,3466,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
871,2023-07-10,user_64283,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Cultura de lo efímero y proyectos de vida,neutral,6607,4132,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
872,2022-05-01,user_40222,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.,Generación Z y crisis de sentido,positivo,13421,3266,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.
873,2022-01-08,user_83878,¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,IA y pérdida de autonomía humana,negativo,5612,796,¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
874,2023-01-08,user_13046,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Generación Z y crisis de sentido,negativo,2752,1633,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
875,2023-06-06,user_21578,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,IA y pérdida de autonomía humana,neutral,17262,193,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
876,2023-06-16,user_48978,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión. cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,negativo,16405,2808,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión. cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
877,2023-12-04,user_43164,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Generación Z y crisis de sentido,negativo,9654,367,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
878,2022-07-27,user_12606,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,negativo,13209,2893,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
879,2022-02-05,user_14280,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Generación Z y crisis de sentido,neutral,17680,3575,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
880,2023-04-24,user_48925,¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,Cultura de lo efímero y proyectos de vida,positivo,10442,649,¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
881,2022-12-08,user_3832,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",IA y pérdida de autonomía humana,neutral,1609,3895,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
882,2022-06-19,user_67017,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Cultura de lo efímero y proyectos de vida,positivo,8150,1933,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
883,2022-03-24,user_79046,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Generación Z y crisis de sentido,negativo,16571,398,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
884,2022-12-06,user_35705,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,IA y pérdida de autonomía humana,neutral,1211,1165,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
885,2023-02-19,user_26011,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,Cultura de lo efímero y proyectos de vida,negativo,5148,2744,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
886,2022-02-02,user_99915,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",IA y pérdida de autonomía humana,positivo,10496,3908,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
887,2022-02-02,user_95581,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Cultura de lo efímero y proyectos de vida,neutral,18701,2815,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
888,2022-12-31,user_47252,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Generación Z y crisis de sentido,positivo,19943,3592,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
889,2023-04-23,user_6151,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,negativo,1984,810,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
890,2022-05-22,user_69611,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.",Generación Z y crisis de sentido,positivo,8606,2757,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida."
891,2024-04-03,user_68422,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Cultura de lo efímero y proyectos de vida,negativo,7072,4240,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
892,2024-04-30,user_52746,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Generación Z y crisis de sentido,negativo,1056,2391,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
893,2024-05-20,user_85144,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,IA y pérdida de autonomía humana,positivo,14400,911,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
894,2023-01-21,user_82261,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Generación Z y crisis de sentido,positivo,218,615,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
895,2022-02-03,user_55787,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,positivo,14868,3961,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
896,2022-12-14,user_15563,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,Cultura de lo efímero y proyectos de vida,neutral,4166,986,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
897,2023-11-06,user_68018,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,positivo,10619,1784,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
898,2024-03-08,user_22263,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Generación Z y crisis de sentido,negativo,2788,4117,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
899,2022-12-13,user_69517,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,neutral,6999,1980,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
900,2023-06-28,user_38302,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos. la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",IA y pérdida de autonomía humana,positivo,7666,1709,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos. la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
901,2022-05-08,user_769,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Generación Z y crisis de sentido,neutral,3860,3954,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
902,2022-03-14,user_80953,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",IA y pérdida de autonomía humana,neutral,12346,4052,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
903,2023-02-06,user_51220,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,positivo,7997,941,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
904,2022-12-14,user_50305,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Cultura de lo efímero y proyectos de vida,neutral,7237,3601,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
905,2024-05-12,user_36804,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.",Cultura de lo efímero y proyectos de vida,positivo,16305,4223,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento."
906,2024-03-26,user_60643,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.",Generación Z y crisis de sentido,negativo,18614,2972,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible."
907,2022-11-20,user_59553,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Cultura de lo efímero y proyectos de vida,negativo,157,2799,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
908,2022-09-27,user_65331,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos.",Cultura de lo efímero y proyectos de vida,negativo,919,689,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos."
909,2023-04-23,user_70922,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,IA y pérdida de autonomía humana,negativo,1953,636,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
910,2023-09-11,user_422,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,IA y pérdida de autonomía humana,positivo,7793,4462,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
911,2023-10-16,user_16342,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Cultura de lo efímero y proyectos de vida,positivo,12041,3957,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
912,2022-07-15,user_82280,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,Generación Z y crisis de sentido,neutral,6543,2585,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
913,2022-03-13,user_95785,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Generación Z y crisis de sentido,neutral,13104,2809,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
914,2022-02-25,user_29839,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,IA y pérdida de autonomía humana,neutral,7864,2374,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
915,2023-11-08,user_34660,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Generación Z y crisis de sentido,positivo,3475,4767,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
916,2022-01-22,user_4468,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,negativo,13747,4120,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
917,2022-10-13,user_54159,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Generación Z y crisis de sentido,positivo,11988,725,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
918,2023-01-21,user_22296,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Cultura de lo efímero y proyectos de vida,negativo,11222,649,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
919,2023-05-27,user_90467,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",Generación Z y crisis de sentido,negativo,621,1051,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
920,2022-01-05,user_31852,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Cultura de lo efímero y proyectos de vida,negativo,11708,998,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
921,2022-08-13,user_74690,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.,Cultura de lo efímero y proyectos de vida,negativo,2950,133,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.
922,2024-01-01,user_94776,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,negativo,5802,1081,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
923,2024-03-02,user_91092,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,neutral,8087,2344,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
924,2023-09-06,user_64430,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,IA y pérdida de autonomía humana,negativo,5532,624,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
925,2023-04-27,user_79266,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos.",IA y pérdida de autonomía humana,positivo,14463,4644,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos."
926,2022-10-28,user_77002,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,negativo,19865,175,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
927,2022-05-31,user_24792,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",Cultura de lo efímero y proyectos de vida,negativo,15492,911,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
928,2024-04-01,user_96633,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Cultura de lo efímero y proyectos de vida,positivo,11021,1975,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
929,2022-04-29,user_4428,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,Generación Z y crisis de sentido,neutral,13314,3120,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
930,2023-04-19,user_87943,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,Generación Z y crisis de sentido,negativo,3069,43,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
931,2022-06-27,user_255,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Cultura de lo efímero y proyectos de vida,negativo,2219,2796,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
932,2022-04-02,user_64021,"los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,neutral,16266,93,"los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
